Item_ID	Sentence	Trace	SentenceParse
17609:73	* suppose *-1 to be much better if you find grass, uh, or, or dirt 0 * to jog on *t*-2.	adjunct	(TOP (S (NP-SBJ-1 (-NONE- *)) (VP (TYPO (^VBN Suppose)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (ADJP-PRD (RB much) (JJR better)) (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (VP (VBP find) (NP (NP (NN grass) (, ,) (INTJ (UH uh)) (, ,) (EDITED (RM (-DFL- \[)) (CC or) (, ,) (IP (-DFL- \+))) (CC or) (RS (-DFL- \])) (NN dirt)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB jog) (PP-LOC (IN on) (NP (-NONE- *T*-2))))))))))))))) (. .) (-DFL- E_S)))
17694:17	nice way 0 * to start off this spring *t*-1.	adjunct	(TOP (NP (NP (JJ nice) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB start) (PRT (RP off)) (NP (DT this) (NN spring)) (ADVP-MNR (-NONE- *T*-1)))))) (. .)))
17792:32	there was one guy 0 i use *-1 to watch *t*-2 on e s p n,	object	(TOP (S (NP-SBJ (EX There)) (VP (VBD was) (NP-PRD (NP (CD one) (NN guy)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ-1 (PRP I)) (VP (TYPO (^VBD use)) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB watch) (NP (-NONE- *T*-2)) (PP (IN on) (NP (NNP E) (NNP S) (NNP P) (NNP N))))))))))) (, ,) (-DFL- E_S)))
18192:38	but that seems *-1 to be a good way 0 * to get off *t*-2 for a lot of them too.	adjunct	(TOP (S (CC But) (NP-SBJ-1 (DT that)) (VP (VBZ seems) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-MNR-PRD (NP (DT a) (JJ good) (NN way)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB get) (ADVP (RP off)) (ADVP-MNR (-NONE- *T*-2)))))))))) (PP (IN for) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (PRP them))))) (ADVP (RB too))) (. .) (-DFL- E_S)))
18355:119	we can't, we can't put in anything too big, um, as far as, uh, shrubs and things like that because they've got *-1 to get a chance * to find the, find the cracks in the rock.	neither	(TOP (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP we)) (VP-UNF (MD ca) (RB n't))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP we)) (VP (MD ca) (RB n't) (RS (-DFL- \])) (VP (VB put) (ADVP-PUT (IN in)) (NP (NP (NN anything)) (ADJP (RB too) (JJ big))) (, ,) (INTJ (UH um)) (, ,) (ADVP (ADVP (RB as) (RB far)) (PP (IN as) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NNS shrubs)) (CC and) (NP (NP (NNS things)) (PP (IN like) (NP (DT that))))))) (SBAR-PRP (IN because) (S (NP-SBJ-1 (PRP they)) (VP (VBP 've) (VP (VBN got) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB get) (NP (DT a) (NN chance) (S (NP-SBJ (-NONE- *)) (VP (TO to) (EDITED (RM (-DFL- \[)) (VP (VB find) (NP-UNF (DT the))) (, ,) (IP (-DFL- \+))) (VP (VB find) (NP (NP (DT the) (RS (-DFL- \])) (NNS cracks)) (PP-LOC (IN in) (NP (DT the) (NN rock))))))))))))))))) (. .) (-DFL- E_S)))
18433:76	i think 0 it's, i think 0 it only has about five or six more years 0 * to go *t*-1 because it's a, it's a really old bush,	adjunct	(TOP (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (VP-UNF (BES 's)))))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP it)) (RS (-DFL- \])) (ADVP (RB only)) (VP (VBZ has) (NP (NP (ADJP (QP (RB about) (CD five) (CC or) (CD six)) (JJR more)) (NNS years)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (ADVP-TMP (-NONE- *T*-1))))))) (SBAR-PRP (IN because) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD-UNF (DT a)))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (BES 's) (NP-PRD (DT a) (RS (-DFL- \])) (ADJP (RB really) (JJ old)) (NN bush))))))))) (, ,) (-DFL- E_S)))
18470:40	we have a plum that *t*-1's just about ready *-2 to go,	neither	(TOP (S (NP-SBJ (PRP We)) (VP (VBP have) (NP (NP (DT a) (NN plum)) (SBAR (WHNP-1 (WDT that)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (BES 's) (ADVP (RB just)) (ADVP (RB about)) (ADJP-PRD (JJ ready) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB go)))))))))) (, ,) (-DFL- E_S)))
18753:40	and it brought it to its knees. just in the ability * to handle.	neither	(TOP (S (CC and) (NP-SBJ (PRP it)) (VP (VBD brought) (NP (PRP it)) (PP (IN to) (NP (PRP$ its) (NNS knees))) (. .) (PP (ADVP (RB Just)) (IN in) (NP (DT the) (NN ability) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP-UNF (VB handle))))))) (. .) (-DFL- N_S)))
18772:51	uh, what i've gotten into *t*-1 more recently are the tools 0 *t*-2 to use them.	neither	(TOP (S (INTJ (UH Uh)) (, ,) (SBAR-NOM-SBJ (WHNP-1 (WP what)) (S (NP-SBJ (PRP I)) (VP (VBP 've) (VP (VBN gotten) (PP (IN into) (NP (-NONE- *T*-1))) (ADVP-TMP (RBR more) (RB recently)))))) (VP (VBP are) (NP-PRD (NP (DT the) (NNS tools)) (SBAR-PRP (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-2)) (VP (TO to) (VP (VB use) (NP (PRP them)))))))) (. .) (-DFL- E_S)))
18961:26	and there's no way 0 * to get rid *-1 of them *t*-2.	object	(TOP (S (CC and) (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD (NP (DT no) (NN way)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ-1 (-NONE- *)) (VP (TO to) (VP (VB get) (VP (VBN rid) (NP (-NONE- *-1)) (PP (IN of) (NP (PRP them))) (ADVP-MNR (-NONE- *T*-2))))))))) (. .) (-DFL- E_S)))
18979:76	and it's really going *-1 to be a mess when they have *-2 to start *-3 hunting for places 0 * to put the things *t*-4 *t*-5.	adjunct	(TOP (S (CC And) (NP-SBJ-1 (PRP it)) (VP (BES 's) (ADVP (RB really)) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (DT a) (NN mess))))) (SBAR-TMP (WHADVP-5 (WRB when)) (S (NP-SBJ-2 (PRP they)) (VP (VBP have) (S (NP-SBJ-3 (-NONE- *-2)) (VP (TO to) (VP (VB start) (S (NP-SBJ (-NONE- *-3)) (VP (VBG hunting) (PP (IN for) (NP (NP (NNS places)) (SBAR (WHADVP-4 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB put) (NP (DT the) (NNS things)) (ADVP-PUT (-NONE- *T*-4))))))))))))) (ADVP-TMP (-NONE- *T*-5))))))) (. .) (-DFL- E_S)))
19042:31	but so few people, uh, have enough * to make that worthwhile	neither	(TOP (S (CC But) (NP-SBJ (ADJP (RB so) (JJ few)) (NNS people)) (, ,) (INTJ (UH uh)) (, ,) (VP (VBP have) (NP (RB enough) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (S (NP-SBJ (DT that)) (ADJP-PRD (JJ worthwhile))))))))))
19183:41	the difficulty with that is that very few people have enough * to make it worthwhile.	neither	(TOP (S (NP-SBJ (NP (DT The) (NN difficulty)) (PP (IN with) (NP (DT that)))) (VP (VBZ is) (SBAR-PRD (IN that) (S (NP-SBJ (ADJP (RB very) (JJ few)) (NNS people)) (VP (VBP have) (NP (RB enough) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB make) (S (NP-SBJ (PRP it)) (ADJP-PRD (JJ worthwhile))))))))))) (. .) (-DFL- E_S)))
19209:69	and so i-, it *exp*-1's a real difficult choice whether we want styrofoam cups 0 * to fill up our landfills *t*-3 or, uh, china cups 0 * to use up our water *t*-2.	adjunct	(TOP (S (CONJP (CC and) (RB so)) (EDITED (RM (-DFL- \[)) (NP-SBJ-UNF (PRP i-)) (, ,) (IP (-DFL- \+))) (NP-SBJ (NP (PRP it)) (SBAR (-NONE- *EXP*-1))) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (DT a) (ADJP (RB real) (JJ difficult)) (NN choice)) (SBAR-1 (IN whether) (S (NP-SBJ (PRP we)) (VP (VBP want) (NP (NP (NP (NNP Styrofoam) (NNS cups)) (SBAR (WHADVP-3 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB fill) (PRT (RP up)) (NP (PRP$ our) (NNS landfills)) (ADVP (-NONE- *T*-3))))))) (CC or) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NN china) (NNS cups)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB use) (PRT (RP up)) (NP (PRP$ our) (NN water)) (ADVP (-NONE- *T*-2)))))))))))) (. .) (-DFL- E_S)))
19392:73	but i don't believe that he, in this first pass around, you know, *-3 being the first one 0 *t*-1 to really turn things around or attempt *-2 to *?* is going *-3 to be allowed *-4 to get away with it either.	adjunct	(TOP (S (CC But) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB believe) (SBAR (IN that) (S (NP-SBJ-3 (PRP he)) (, ,) (PP (IN in) (NP (DT this) (RB first) (NN pass) (IN around))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (S-ADV (NP-SBJ (-NONE- *-3)) (VP (VBG being) (NP-PRD (NP (DT the) (JJ first) (NN one)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ-2 (-NONE- *T*-1)) (VP (TO to) (ADVP (RB really)) (VP (VP (VB turn) (NP (NNS things)) (ADVP (IN around))) (CC or) (VP (VB attempt) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (-NONE- *?*)))))))))))) (VP (VBZ is) (VP (VBG going) (S (NP-SBJ-4 (-NONE- *-3)) (VP (TO to) (VP (VB be) (VP (VBN allowed) (S (NP-SBJ (-NONE- *-4)) (VP (TO to) (VP (VB get) (ADVP (RB away)) (PP (IN with) (NP (PRP it)))))))))) (ADVP (RB either)))))))) (. .) (-DFL- E_S)))
19437:86	it *exp*-2's easy * to believe that they were probably more *ich*-4 forced *-3 into a pact than, uh, a volunteer or willingness * to join.	neither	(TOP (S (NP-SBJ (NP (PRP it)) (S (-NONE- *EXP*-2))) (VP (BES 's) (ADJP-PRD (JJ easy)) (S-2 (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB believe) (SBAR (IN that) (S (NP-SBJ-3 (PRP they)) (VP (VBD were) (ADVP (RB probably)) (ADVP (ADVP (RBR more)) (PP (-NONE- *ICH*-4))) (VP (VBN forced) (NP (-NONE- *-3)) (PP (IN into) (NP (DT a) (NN pact))) (PP-4 (IN than) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (DT a) (NN volunteer)) (CC or) (NP (NN willingness) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB join))))))))))))))) (. .) (-DFL- E_S)))
19494:49	you know, that's going *-1 to be the safest place 0 * to be *t*-2.	adjunct	(TOP (S (PRN (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (NP-SBJ-1 (DT that)) (VP (BES 's) (VP (VBG going) (S (NP-SBJ (-NONE- *-1)) (VP (TO to) (VP (VB be) (NP-PRD (NP (DT the) (JJS safest) (NN place)) (SBAR (WHADVP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB be) (ADVP-LOC-PRD (-NONE- *T*-2)))))))))))) (. .) (-DFL- E_S)))
19785:26	if you ever get a chance * to go over to vicksburg, the battleground at vicksburg, uh, there's an area there where there was, uh, some texas, uh, groups *t*-1	neither	(TOP (S (SBAR-ADV (IN if) (S (NP-SBJ (PRP you)) (ADVP-TMP (RB ever)) (VP (VBP get) (NP (DT a) (NN chance) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (PP-DIR (IN over) (PP (IN to) (NP (NP (NNP Vicksburg)) (, ,) (NP (NP (DT the) (NN battleground)) (PP-LOC (IN at) (NP (NNP Vicksburg)))))))))))))) (, ,) (INTJ (UH uh)) (, ,) (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD (NP (DT an) (NN area)) (RM (-DFL- \[)) (ADVP-LOC (RB there)) (SBAR (WHADVP-1 (WRB where)) (IP (-DFL- \+)) (S (NP-SBJ (EX there)) (VP (VBD was) (, ,) (RS (-DFL- \])) (INTJ (UH uh)) (, ,) (NP-PRD (DT some) (NNP Texas) (, ,) (INTJ (UH uh)) (, ,) (NNS groups)) (ADVP-LOC (-NONE- *T*-1))))))) (-DFL- E_S)))
20184:32	and i haven't taken the time or effort * to learn what they are *t*-1.	object	(TOP (S (CC and) (NP-SBJ (PRP I)) (VP (VBP have) (RB n't) (VP (VBN taken) (NP (NP (DT the) (NN time)) (CC or) (NP (NN effort)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB learn) (SBAR (WHNP-1 (WP what)) (S (NP-SBJ (PRP they)) (VP (VBP are) (NP-PRD (-NONE- *T*-1))))))))))) (. .) (-DFL- E_S)))
20529:30	so, that's a good way 0 * to do it *t*-1.	adjunct	(TOP (S (RB So) (, ,) (NP-SBJ (DT That)) (VP (BES 's) (NP-PRD (NP (DT a) (JJ good) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1)))))))) (. .) (-DFL- E_S)))
20580:34	we couldn't think of a better time 0 * to buy than now *t*-1.	adjunct	(TOP (S (NP-SBJ (PRP we)) (VP (MD could) (RB n't) (VP (VB think) (PP (IN of) (NP (NP (DT a) (JJR better) (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB buy) (PP (IN than) (ADVP-TMP (RB now))) (ADVP-TMP (-NONE- *T*-1)))))))))) (. .) (-DFL- E_S)))
20584:56	but, anyway. well, um, i can't think of a whole lot more 0 * to say *t*-1.	object	(TOP (S (CC But) (, ,) (ADVP (RB anyway)) (. .) (INTJ (UH Well)) (, ,) (INTJ (UH um)) (, ,) (NP-SBJ (PRP I)) (VP (MD ca) (RB n't) (VP (VB think) (PP (IN of) (NP (NP (NP-ADV (DT a) (JJ whole) (NN lot)) (JJR more)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB say) (NP (-NONE- *T*-1)))))))))) (. .) (-DFL- E_S)))
20788:27	and there was nowhere else 0 * to take them *t*-1	adjunct	(TOP (S (CC and) (NP-SBJ (EX there)) (VP (VBD was) (NP-PRD (NP (RB nowhere)) (ADVP (RB else)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB take) (NP (PRP them)) (ADVP-DIR (-NONE- *T*-1)))))))) (-DFL- E_S)))
20829:58	uh, i don't, we just don't have the room 0 * to store all that much *t*-1, you know,	adjunct	(TOP (S (INTJ (UH Uh)) (, ,) (EDITED (RM (-DFL- \[)) (S (NP-SBJ (PRP I)) (VP-UNF (VBP do) (RB n't))) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP we)) (ADVP (RB just)) (VP (VBP do) (RB n't) (RS (-DFL- \])) (VP (VB have) (NP (NP (DT the) (NN room)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB store) (NP (DT all) (RB that) (JJ much)) (ADVP-LOC (-NONE- *T*-1))))))) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know)))))) (, ,) (-DFL- E_S)))
20879:49	and so, you know, when i found out some places 0 * to take it *t*-1 *t*-2,	adjunct	(TOP (FRAG (CONJP (CC and) (RB so)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))) (, ,)) (SBAR-TMP (WHADVP-2 (WRB when)) (S (NP-SBJ (PRP I)) (VP (VBD found) (PRT (RP out)) (NP (NP (DT some) (NNS places)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB take) (NP (PRP it)) (ADVP-DIR (-NONE- *T*-1))))))) (ADVP-TMP (-NONE- *T*-2))))) (, ,) (-DFL- N_S)))
20969:41	well, i don't find a lot of time 0 * to watch t v *t*-1.	adjunct	(TOP (S (INTJ (UH Well)) (, ,) (NP-SBJ (PRP I)) (VP (VBP do) (RB n't) (VP (VB find) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NP (NN time)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB watch) (NP (NN T) (NN V)) (ADVP-TMP (-NONE- *T*-1))))))))))) (. .) (-DFL- E_S)))
21068:42	but, i think 0 there's enough out there 0 * to pick from *t*-1.	adjunct	(TOP (S (CC But) (, ,) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (EX there)) (VP (BES 's) (NP-PRD (NP (JJ enough)) (PP-LOC (IN out) (ADVP (RB there))) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB pick) (PP (IN from) (NP (-NONE- *T*-1)))))))))))) (. .) (-DFL- E_S)))
21484:88	and and, well, of course, another one of their mistakes, i think 0 *t*-3, is 0 they have a tendency *-2 to change characters, or to change the characters', uh, uh, personalities well, especially after they get married *-1.	neither	(TOP (S-3 (EDITED (RM (-DFL- \[)) (CC and) (IP (-DFL- \+))) (CC and) (, ,) (RS (-DFL- \])) (INTJ (UH well)) (, ,) (PP (IN of) (NP (NN course))) (, ,) (NP-SBJ (NP (DT another) (CD one)) (PP (IN of) (NP (PRP$ their) (NNS mistakes)))) (PRN (, ,) (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (-NONE- *T*-3))))) (, ,)) (VP (VBZ is) (SBAR-PRD (-NONE- 0) (S (NP-SBJ-2 (PRP they)) (VP (VBP have) (NP (DT a) (NN tendency) (S (NP-SBJ (-NONE- *-2)) (VP (VP (TO to) (VP (VB change) (NP (NNS characters)))) (, ,) (CC or) (VP (TO to) (VP (VB change) (NP (NP (DT the) (NNS characters) (POS ')) (, ,) (INTJ (UH uh)) (, ,) (INTJ (UH uh)) (, ,) (NNS personalities)))) (INTJ (UH well)) (, ,) (SBAR-TMP (ADVP (RB especially)) (IN after) (S (NP-SBJ-1 (PRP they)) (VP (VBP get) (VP (VBN married) (NP (-NONE- *-1))))))))))))) (. .) (-DFL- E_S)))
21590:45	when you get married *-1 *t*-3 you've got relationship 0 * to develop *t*-2 in the first place,	object	(TOP (S (SBAR-TMP (WHADVP-3 (WRB when)) (S (NP-SBJ-1 (PRP you)) (VP (VBP get) (VP (VBN married) (NP (-NONE- *-1)) (ADVP-TMP (-NONE- *T*-3)))))) (NP-SBJ (PRP you)) (VP (VBP 've) (VP (VBN got) (NP (NP (NN relationship)) (SBAR (WHNP-2 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB develop) (NP (-NONE- *T*-2))))))) (PP (IN in) (NP (DT the) (JJ first) (NN place))))) (, ,) (-DFL- E_S)))
21932:44	would, it would not have been a good idea * to had them then.	neither	(TOP (S (EDITED (RM (-DFL- \[)) (SQ-UNF (MD would)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP it)) (VP (MD would) (RS (-DFL- \])) (RB not) (VP (VB have) (VP (VBN been) (NP-PRD (DT a) (JJ good) (NN idea) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VBD had) (NP (PRP them)) (ADVP-TMP (RB then))))))))) (. .) (-DFL- E_S)))
22024:36	like you don't have any money 0 * to, to, get out *t*-1.		(TOP (S (INTJ (UH Like)) (NP-SBJ (PRP you)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT any) (NN money)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (, ,) (RS (-DFL- \])) (VP (VB get) (ADVP (RB out)) (ADVP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
22024:44	like you don't have any money 0 * to, to, get out *t*-1.	adjunct	(TOP (S (INTJ (UH Like)) (NP-SBJ (PRP you)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT any) (NN money)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (EDITED (RM (-DFL- \[)) (VP-UNF (TO to)) (, ,) (IP (-DFL- \+))) (VP (TO to) (, ,) (RS (-DFL- \])) (VP (VB get) (ADVP (RB out)) (ADVP (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
22903:79	but i think 0 when the time comes *t*-1, i, i hope *-2 to have the time 0 * to really look around, you know and pick one that i really think 0 my mother would be happy at *t*-3 *t*-4.	adjunct	(TOP (S (CC but) (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (SBAR-TMP (WHADVP-1 (WRB when)) (S (NP-SBJ (DT the) (NN time)) (VP (VBZ comes) (ADVP-TMP (-NONE- *T*-1))))) (, ,) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ-2 (PRP I)) (RS (-DFL- \])) (VP (VBP hope) (S (NP-SBJ (-NONE- *-2)) (VP (TO to) (VP (VB have) (NP (NP (DT the) (NN time)) (SBAR (WHADVP-4 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (ADVP (RB really)) (VP (VP (VB look) (ADVP (RP around)) (PRN (, ,) (S (NP-SBJ (PRP you)) (VP (VBP know))))) (CC and) (VP (VB pick) (NP (NP (NN one)) (SBAR (WHNP-3 (WDT that)) (S (NP-SBJ (PRP I)) (ADVP (RB really)) (VP (VBP think) (SBAR (-NONE- 0) (S (NP-SBJ (PRP$ my) (NN mother)) (VP (MD would) (VP (VB be) (ADJP-PRD (JJ happy)) (PP-LOC (IN at) (NP (-NONE- *T*-3)))))))))))) (ADVP-TMP (-NONE- *T*-4)))))))))))))) (. .) (-DFL- E_S)))
23340:33	and then that's just one more thing 0 * to have * to worry about *t*-1.	adjunct	(TOP (S (CONJP (CC and) (RB then)) (NP-SBJ (DT that)) (VP (BES 's) (NP-PRD (NP (RB just) (CD one) (JJR more) (NN thing)) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB have) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB worry) (PP (IN about) (NP (-NONE- *T*-1)))))))))))) (. .) (-DFL- E_S)))
23362:34	and we just don't have any place 0 * to store those kind of cans *t*-1.	adjunct	(TOP (S (CC and) (NP-SBJ (PRP we)) (ADVP (RB just)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT any) (NN place)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB store) (NP (NP (DT those) (NN kind)) (PP (IN of) (NP (NNS cans)))) (ADVP-LOC (-NONE- *T*-1))))))))) (. .) (-DFL- E_S)))
23464:55	i think 0 that's, that's a good way 0 * to do it *t*-1.	adjunct	(TOP (S (NP-SBJ (PRP I)) (VP (VBP think) (SBAR (-NONE- 0) (S (EDITED (RM (-DFL- \[)) (S (NP-SBJ (DT that)) (VP-UNF (BES 's))) (, ,) (IP (-DFL- \+))) (NP-SBJ (DT that)) (VP (BES 's) (RS (-DFL- \])) (NP-PRD (NP (DT a) (JJ good) (NN way)) (SBAR (WHADVP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB do) (NP (PRP it)) (ADVP-MNR (-NONE- *T*-1))))))))))) (. .) (-DFL- E_S)))
23519:29	they could be a good idea 0 * to,		(TOP (S (NP-SBJ (PRP They)) (VP (MD could) (VP (VB be) (NP-PRD (NP (DT a) (JJ good) (NN idea)) (SBAR (WHNP (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP-UNF (TO to))))))) (, ,) (-DFL- N_S)))
23985:174	and if you take, uh, little pieces of pork *ich*-2 and you fry them, like little cubes of pork. and you fry them with garlic and a little bit of, couple dashes of hot pepper and then mix some hoi sin sauce with sherry, just a little sherry 0 *t*-1 to thin it, and stir that in.	neither	(TOP (S-UNF (CC And) (SBAR-ADV (IN if) (S (S (NP-SBJ (PRP you)) (VP (VBP take) (, ,) (INTJ (UH uh)) (, ,) (NP (NP (NP (JJ little) (NNS pieces)) (PP (IN of) (NP (NN pork)))) (NP (-NONE- *ICH*-2))))) (EDITED (CC and) (S (NP-SBJ (PRP you)) (VP (VBP fry) (NP (PRP them)))) (, ,)) (INTJ (IN like)) (NP-2 (NP (JJ little) (NNS cubes)) (PP (IN of) (NP (NN pork)))) (. .) (CC And) (S (NP-SBJ (PRP you)) (VP (VP (VBP fry) (NP (PRP them)) (PP (IN with) (NP (NP (NN garlic)) (CC and) (NP (NP (DT a) (EDITED (RM (-DFL- \[)) (JJ little) (NN bit) (PP-UNF (IN of)) (, ,) (IP (-DFL- \+))) (NN couple) (NNS dashes)) (PP (IN of) (RS (-DFL- \])) (NP (JJ hot) (NN pepper))))))) (CONJP (CC and) (RB then)) (VP (VB mix) (NP (DT some) (FW hoi) (FW sin) (NN sauce)) (PP (IN with) (NP (NP (NN sherry)) (, ,) (NP (NP (NP-ADV (RB just) (DT a) (JJ little)) (NN sherry)) (SBAR-PRP (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *T*-1)) (VP (TO to) (VP (VB thin) (NP (PRP it)))))))))) (, ,) (CC and) (VP (VB stir) (NP (DT that)) (PRT (RB in))))))) (. .)))
24274:104	i, i, i think, uh, 0 law would be a fine field, a fine profession, fine field 0 * to go into *t*-1.	adjunct	(TOP (S (EDITED (RM (-DFL- \[)) (EDITED (RM (-DFL- \[)) (NP-SBJ (PRP I)) (, ,) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (, ,) (RS (-DFL- \])) (IP (-DFL- \+))) (NP-SBJ (PRP I)) (RS (-DFL- \])) (VP (VBP think) (, ,) (INTJ (UH uh)) (, ,) (SBAR (-NONE- 0) (S (NP-SBJ (NN law)) (VP (MD would) (VP (VB be) (EDITED (RM (-DFL- \[)) (NP-PRD (DT a) (JJ fine) (NN field)) (, ,) (IP (-DFL- \+))) (NP-PRD (NP (DT a) (NX (NX (JJ fine) (NN profession)) (, ,) (RS (-DFL- \])) (NX (JJ fine) (NN field)))) (SBAR (WHNP-1 (-NONE- 0)) (S (NP-SBJ (-NONE- *)) (VP (TO to) (VP (VB go) (PP (IN into) (NP (-NONE- *T*-1))))))))))))) (. .) (-DFL- E_S)))
